AnnotatorID,NumTweetsAnnotated,NumAnnotations,HateSpeech_Count,Offensive_Count,Neutral_Count,Ethnicity,Age,Education,Party,EnglishFirst
376,50,50,21,8,21,White,41.0,4.0,1.0,1.0
377,50,50,11,4,35,White,72.0,3.0,3.0,1.0
378,50,50,14,14,22,White,45.0,4.0,3.0,1.0
379,50,50,1,9,40,Afr american,23.0,4.0,1.0,1.0
380,50,50,11,22,17,White,63.0,3.0,2.0,1.0
381,50,50,16,19,15,White,26.0,2.0,3.0,1.0
382,50,50,16,14,20,White,47.0,4.0,3.0,1.0
383,50,50,15,10,25,White,46.0,3.0,1.0,1.0
384,50,50,24,11,15,White,65.0,4.0,2.0,1.0
385,50,50,18,9,23,White,42.0,3.0,1.0,1.0
386,50,50,12,17,21,White,67.0,2.0,1.0,1.0
387,50,50,6,27,17,White,74.0,4.0,1.0,1.0
388,50,50,6,30,14,White,40.0,3.0,3.0,1.0
389,50,50,4,24,22,White,57.0,5.0,2.0,1.0
390,50,50,41,1,8,White,48.0,4.0,1.0,1.0
391,50,50,8,26,16,White,28.0,4.0,3.0,1.0
392,50,50,7,20,23,White,51.0,5.0,2.0,1.0
393,50,50,9,21,20,White,39.0,4.0,3.0,1.0
394,50,50,24,11,15,White,27.0,3.0,3.0,1.0
395,50,50,11,18,21,White,29.0,4.0,2.0,1.0
396,50,50,13,21,16,White,47.0,3.0,1.0,1.0
397,50,50,20,9,21,White,28.0,5.0,2.0,1.0
398,50,50,12,20,18,White,35.0,4.0,2.0,1.0
399,50,50,15,16,19,Afr american,36.0,3.0,2.0,1.0
400,50,50,11,15,24,Afr american,29.0,4.0,2.0,1.0
401,50,50,27,6,17,White,32.0,5.0,2.0,1.0
402,50,50,14,14,22,White,52.0,3.0,3.0,1.0
403,50,50,4,21,25,White,31.0,4.0,2.0,1.0
404,50,50,6,1,43,White,26.0,4.0,2.0,1.0
405,50,50,12,25,13,White,34.0,5.0,3.0,1.0
406,50,50,21,9,20,White,49.0,3.0,2.0,1.0
407,50,50,5,23,22,White,42.0,5.0,3.0,2.0
408,50,50,13,21,16,White,59.0,2.0,2.0,1.0
409,50,50,14,15,21,White,45.0,4.0,2.0,1.0
410,50,50,9,19,22,White,45.0,3.0,2.0,1.0
411,50,50,14,17,19,White,36.0,4.0,2.0,1.0
412,50,50,9,19,22,White,32.0,3.0,3.0,1.0
413,50,50,10,21,19,Asian,43.0,4.0,3.0,1.0
414,50,50,12,16,22,Afr american,27.0,2.0,1.0,1.0
415,50,50,6,23,21,White,30.0,4.0,2.0,1.0
416,50,50,17,15,18,White,37.0,4.0,2.0,1.0
418,50,50,5,21,24,Asian,19.0,3.0,2.0,1.0
419,50,50,16,21,13,White,31.0,4.0,1.0,1.0
420,50,50,8,28,14,White,65.0,4.0,,1.0
421,50,50,5,13,32,White,26.0,4.0,2.0,1.0
422,50,50,22,13,15,White,41.0,5.0,2.0,1.0
423,50,50,7,15,28,Afr american,49.0,3.0,3.0,1.0
424,50,50,10,14,26,White,64.0,4.0,3.0,1.0
425,50,50,19,19,12,Hispanic,28.0,2.0,2.0,1.0
426,50,50,9,21,20,White,30.0,4.0,1.0,1.0
427,50,50,17,9,24,White,23.0,2.0,3.0,1.0
428,50,50,7,12,31,White,32.0,5.0,3.0,1.0
429,50,50,10,21,19,White,28.0,4.0,1.0,1.0
430,50,50,7,21,22,White,32.0,4.0,1.0,1.0
431,50,50,14,21,15,White,60.0,4.0,2.0,1.0
432,50,50,20,12,18,White,36.0,3.0,3.0,1.0
433,50,50,13,17,20,White,36.0,2.0,2.0,1.0
434,50,50,11,25,14,Asian,34.0,5.0,3.0,2.0
435,50,50,27,19,4,Afr american,33.0,5.0,1.0,1.0
436,50,50,15,22,13,White,51.0,6.0,2.0,1.0
437,50,50,7,25,18,White,48.0,4.0,1.0,1.0
438,50,50,12,24,14,White,28.0,1.0,2.0,1.0
439,50,50,6,20,24,White,59.0,3.0,3.0,1.0
440,50,50,16,12,22,White,35.0,1.0,3.0,1.0
441,50,50,8,24,18,White,37.0,2.0,3.0,1.0
442,50,50,13,16,21,White,37.0,3.0,3.0,1.0
443,50,50,12,22,16,White,20.0,2.0,3.0,1.0
444,50,50,19,19,12,White,75.0,3.0,3.0,1.0
445,50,50,7,15,28,White,,,,
446,5,5,2,2,1,Prefer not to say,,,,
447,50,50,11,22,17,White,41.0,3.0,2.0,1.0
448,50,50,16,16,18,White,38.0,4.0,3.0,1.0
449,50,50,11,25,14,White,42.0,4.0,3.0,1.0
450,50,50,8,14,28,White,29.0,4.0,2.0,1.0
451,50,50,7,8,35,White,49.0,2.0,1.0,1.0
452,50,50,16,17,17,White,34.0,3.0,2.0,1.0
453,50,50,12,20,18,Hispanic,32.0,4.0,3.0,2.0
454,50,50,11,23,16,White,40.0,2.0,3.0,1.0
455,50,50,7,11,32,White,44.0,2.0,2.0,1.0
456,50,50,16,15,19,White,23.0,4.0,2.0,1.0
457,50,50,10,24,16,White,27.0,4.0,2.0,1.0
458,50,50,13,14,23,White,24.0,4.0,3.0,1.0
459,50,50,17,12,21,Afr american,39.0,4.0,2.0,1.0
460,50,50,12,9,29,White,49.0,5.0,1.0,1.0
461,50,50,10,17,23,White,27.0,3.0,1.0,1.0
462,50,50,18,16,16,Asian,34.0,4.0,2.0,1.0
463,50,50,17,19,14,White,20.0,2.0,2.0,1.0
464,50,50,8,23,19,Afr american,26.0,5.0,2.0,1.0
465,50,50,20,5,25,White,52.0,4.0,2.0,1.0
466,50,50,26,9,15,White,62.0,4.0,3.0,1.0
467,50,50,34,0,16,White,25.0,2.0,3.0,1.0
468,50,50,23,7,20,White,37.0,2.0,2.0,1.0
469,50,50,13,9,28,White,50.0,2.0,1.0,1.0
470,50,50,14,13,23,White,54.0,4.0,3.0,1.0
471,50,50,8,24,18,White,61.0,4.0,2.0,1.0
472,50,50,9,16,25,White,36.0,2.0,2.0,1.0
473,50,50,22,8,20,White,51.0,5.0,3.0,1.0
474,50,50,15,10,25,White,32.0,2.0,2.0,1.0
475,50,50,14,18,18,Prefer not,35.0,2.0,2.0,1.0
476,50,50,26,7,17,White,74.0,5.0,2.0,1.0
477,50,50,7,27,16,White,33.0,2.0,2.0,1.0
478,50,50,21,15,14,White,28.0,4.0,3.0,1.0
479,50,50,31,3,16,White,32.0,2.0,1.0,1.0
480,50,50,18,12,20,White,32.0,4.0,3.0,1.0
481,50,50,14,15,21,White,33.0,5.0,2.0,1.0
482,50,50,18,12,20,Afr american,49.0,4.0,2.0,1.0
483,50,50,10,20,20,Hispanic,36.0,4.0,3.0,1.0
484,50,50,16,11,23,White,36.0,3.0,3.0,1.0
485,50,50,17,13,20,White,37.0,2.0,2.0,1.0
486,50,50,13,22,15,White,54.0,4.0,2.0,1.0
487,50,50,9,19,22,White,27.0,4.0,2.0,1.0
488,50,50,3,25,22,White,35.0,4.0,3.0,1.0
489,50,50,10,19,21,White,32.0,4.0,3.0,1.0
490,50,50,19,15,16,White,32.0,4.0,1.0,1.0
491,50,50,9,15,26,White,33.0,4.0,2.0,1.0
492,50,50,6,23,21,White,55.0,4.0,3.0,1.0
493,50,50,12,27,11,Afr american,59.0,3.0,2.0,1.0
494,50,50,15,11,24,White,65.0,3.0,2.0,1.0
495,50,50,12,19,19,White,32.0,3.0,3.0,1.0
496,50,50,15,8,27,White,40.0,4.0,1.0,1.0
497,50,50,8,21,21,White,35.0,4.0,2.0,1.0
498,50,50,5,25,20,White,40.0,4.0,2.0,1.0
499,50,50,10,17,23,Asian,43.0,3.0,1.0,1.0
500,50,50,12,19,19,White,25.0,5.0,2.0,1.0
501,50,50,7,18,25,White,58.0,5.0,3.0,2.0
502,50,50,7,31,12,White,40.0,5.0,3.0,1.0
503,50,50,7,21,22,White,63.0,2.0,2.0,1.0
504,50,50,9,11,30,White,30.0,3.0,2.0,1.0
505,50,50,24,6,20,White,30.0,4.0,2.0,1.0
506,50,50,9,22,19,White,54.0,4.0,2.0,1.0
507,50,50,7,20,23,White,55.0,3.0,3.0,1.0
508,50,50,6,26,18,White,25.0,2.0,2.0,1.0
509,50,50,14,20,16,White,46.0,3.0,2.0,1.0
510,50,50,14,18,18,White,28.0,2.0,3.0,1.0
512,50,50,18,16,16,White,55.0,6.0,1.0,1.0
513,50,50,17,16,17,White,39.0,4.0,2.0,1.0
514,50,50,8,15,27,White,50.0,4.0,2.0,1.0
515,50,50,19,15,16,White,53.0,3.0,2.0,1.0
516,50,50,6,22,22,White,47.0,3.0,1.0,1.0
517,50,50,27,10,13,White,40.0,4.0,1.0,1.0
518,50,50,6,23,21,White,44.0,5.0,2.0,1.0
519,50,50,25,7,18,White,36.0,3.0,2.0,1.0
520,50,50,14,13,23,White,28.0,4.0,2.0,1.0
521,50,50,9,19,22,White,46.0,4.0,3.0,1.0
522,50,50,17,16,17,White,28.0,4.0,2.0,1.0
523,50,50,5,0,45,White,40.0,4.0,2.0,2.0
524,50,50,10,24,16,White,69.0,4.0,2.0,1.0
525,50,50,5,23,22,White,56.0,4.0,1.0,1.0
526,50,50,26,9,15,White,52.0,5.0,2.0,1.0
527,50,50,19,10,21,White,68.0,3.0,1.0,1.0
528,50,50,13,14,23,White,30.0,4.0,2.0,1.0
529,50,50,15,10,25,White,53.0,2.0,3.0,1.0
530,50,50,4,16,30,White,62.0,4.0,3.0,1.0
531,50,50,10,18,22,White,41.0,5.0,3.0,1.0
532,50,50,17,18,15,White,27.0,3.0,2.0,1.0
533,50,50,13,25,12,White,37.0,5.0,2.0,1.0
534,50,50,17,18,15,Hispanic,31.0,2.0,3.0,1.0
535,50,50,11,22,17,White,32.0,3.0,2.0,1.0
536,50,50,9,15,26,White,22.0,3.0,3.0,1.0
537,50,50,5,28,17,White,30.0,5.0,2.0,1.0
538,50,50,10,17,23,White,33.0,3.0,2.0,1.0
539,50,50,12,15,23,White,41.0,4.0,2.0,1.0
540,50,50,23,14,13,White,35.0,4.0,2.0,1.0
541,50,50,4,25,21,White,51.0,5.0,2.0,1.0
542,50,50,8,32,10,White,25.0,2.0,3.0,1.0
543,50,50,8,21,21,Asian,40.0,4.0,2.0,1.0
544,50,50,17,7,26,White,62.0,4.0,1.0,1.0
545,50,50,15,5,30,Hispanic,31.0,3.0,1.0,1.0
546,50,50,11,20,19,Afr american,34.0,4.0,2.0,1.0
547,50,50,13,20,17,White,34.0,3.0,3.0,1.0
548,50,50,11,17,22,White,31.0,5.0,2.0,1.0
549,50,50,21,14,15,White,26.0,5.0,2.0,1.0
550,50,50,4,27,19,Afr american,35.0,4.0,2.0,1.0
552,50,50,15,17,18,White,62.0,3.0,1.0,1.0
553,50,50,14,11,25,White,65.0,2.0,3.0,1.0
554,50,50,13,13,24,White,47.0,1.0,2.0,1.0
555,50,50,1,28,21,White,37.0,4.0,3.0,1.0
556,50,50,8,22,20,Asian,22.0,4.0,1.0,1.0
557,50,50,8,20,22,White,43.0,4.0,3.0,1.0
558,50,50,19,0,31,White,32.0,3.0,2.0,1.0
559,50,50,13,33,4,Asian,26.0,5.0,1.0,1.0
560,50,50,5,25,20,White,32.0,4.0,3.0,1.0
561,50,50,19,20,11,White,21.0,3.0,2.0,1.0
562,50,50,25,19,6,White,30.0,5.0,2.0,1.0
563,50,50,30,8,12,White,38.0,4.0,3.0,1.0
564,50,50,11,21,18,Asian,32.0,4.0,2.0,1.0
565,50,50,23,10,17,Hispanic,42.0,5.0,1.0,2.0
566,50,50,20,12,18,White,21.0,2.0,2.0,1.0
567,50,50,1,20,29,White,50.0,1.0,1.0,1.0
568,50,50,31,7,12,White,54.0,4.0,2.0,1.0
569,50,50,4,20,26,White,32.0,3.0,3.0,1.0
570,50,50,13,23,14,Afr american,37.0,4.0,3.0,1.0
571,50,50,8,23,19,Hispanic,38.0,4.0,2.0,1.0
572,50,50,7,16,27,White,60.0,4.0,3.0,1.0
573,50,50,12,20,18,White,26.0,4.0,3.0,1.0
574,50,50,20,9,21,Hispanic,31.0,3.0,3.0,2.0
575,50,50,10,14,26,White,21.0,4.0,2.0,1.0
576,50,50,24,10,16,White,33.0,5.0,3.0,1.0
577,50,50,8,16,26,Hispanic,32.0,4.0,2.0,1.0
578,50,50,22,19,9,White,23.0,4.0,2.0,1.0
579,50,50,2,25,23,White,39.0,3.0,3.0,1.0
580,50,50,15,17,18,White,35.0,4.0,2.0,1.0
581,50,50,0,0,50,Prefer not,40.0,4.0,3.0,1.0
582,50,50,21,9,20,Prefer not,30.0,3.0,1.0,1.0
583,50,50,15,17,18,White,33.0,5.0,3.0,1.0
584,50,50,21,8,21,White,56.0,3.0,3.0,1.0
585,50,50,12,19,19,White,35.0,4.0,2.0,1.0
586,50,50,15,16,19,White,58.0,3.0,2.0,1.0
587,50,50,17,18,15,White,34.0,5.0,1.0,1.0
588,50,50,11,23,16,White,35.0,3.0,2.0,1.0
589,50,50,14,19,17,Hispanic,52.0,4.0,1.0,1.0
590,50,50,5,30,15,White,36.0,4.0,2.0,1.0
591,50,50,18,12,20,White,37.0,4.0,3.0,1.0
592,50,50,19,7,24,White,39.0,2.0,1.0,1.0
593,50,50,13,12,25,White,39.0,4.0,3.0,1.0
594,50,50,12,21,17,Afr american,29.0,4.0,2.0,1.0
595,50,50,26,6,18,Hispanic,22.0,3.0,2.0,1.0
596,50,50,13,27,10,Afr american,35.0,2.0,2.0,1.0
597,50,50,19,9,22,White,57.0,4.0,1.0,1.0
598,50,50,8,18,24,White,36.0,4.0,2.0,1.0
599,50,50,11,16,23,White,29.0,4.0,2.0,1.0
600,50,50,18,18,14,White,47.0,2.0,2.0,2.0
601,50,50,18,11,21,Hispanic,25.0,2.0,2.0,1.0
602,50,50,23,9,18,White,45.0,4.0,2.0,1.0
603,50,50,16,17,17,White,43.0,4.0,2.0,1.0
604,50,50,8,22,20,Afr american,37.0,4.0,2.0,1.0
605,50,50,19,18,13,White,65.0,4.0,3.0,1.0
606,50,50,11,25,14,White,58.0,2.0,1.0,1.0
607,50,50,16,15,19,White,50.0,4.0,3.0,1.0
608,50,50,15,17,18,White,31.0,4.0,2.0,1.0
609,50,50,12,14,24,White,33.0,4.0,2.0,1.0
610,50,50,11,22,17,Afr american,43.0,4.0,2.0,1.0
611,50,50,2,20,28,White,32.0,4.0,3.0,1.0
612,50,50,22,10,18,White,36.0,3.0,3.0,1.0
613,50,50,14,11,25,White,47.0,3.0,2.0,1.0
614,50,50,10,19,21,Asian,36.0,4.0,2.0,1.0
615,50,50,26,2,22,White,33.0,2.0,1.0,1.0
616,50,50,9,5,36,White,54.0,4.0,3.0,1.0
617,50,50,6,17,27,White,54.0,4.0,1.0,1.0
618,50,50,26,4,20,White,34.0,5.0,2.0,1.0
619,50,50,17,11,22,White,61.0,2.0,1.0,1.0
620,50,50,15,18,17,White,49.0,4.0,2.0,1.0
621,50,50,18,11,21,White,40.0,4.0,2.0,1.0
622,50,50,18,12,20,White,33.0,5.0,3.0,1.0
623,50,50,5,19,26,White,36.0,4.0,3.0,1.0
624,50,50,5,26,19,Hispanic,39.0,4.0,2.0,1.0
625,50,50,12,13,25,White,36.0,4.0,2.0,1.0
626,50,50,13,10,27,White,60.0,3.0,1.0,1.0
627,50,50,11,21,18,White,49.0,4.0,2.0,1.0
628,50,50,11,15,24,Afr american,29.0,4.0,2.0,1.0
629,50,50,3,11,36,White,70.0,4.0,1.0,1.0
630,50,50,14,23,13,White,28.0,4.0,3.0,1.0
631,50,50,14,12,24,White,26.0,4.0,2.0,1.0
632,50,50,17,21,12,White,38.0,4.0,2.0,1.0
633,50,50,15,15,20,White,49.0,4.0,3.0,1.0
634,50,50,22,15,13,White,39.0,4.0,1.0,1.0
635,50,50,13,13,24,White,36.0,5.0,3.0,1.0
636,50,50,7,16,27,Afr american,21.0,3.0,3.0,1.0
637,50,50,8,7,35,White,69.0,4.0,1.0,1.0
638,50,50,11,23,16,White,44.0,3.0,1.0,1.0
639,50,50,10,19,21,Asian,38.0,4.0,3.0,1.0
640,50,50,0,0,50,White,32.0,2.0,3.0,1.0
641,50,50,17,8,25,White,36.0,3.0,2.0,1.0
642,50,50,13,12,25,White,42.0,4.0,1.0,1.0
643,50,50,9,12,29,White,45.0,5.0,2.0,1.0
644,50,50,17,24,9,White,38.0,5.0,2.0,1.0
645,50,50,19,12,19,White,44.0,5.0,1.0,1.0
646,2,2,0,0,2,Prefer not to say,,,,
647,50,50,16,19,15,White,32.0,2.0,1.0,1.0
648,50,50,12,16,22,White,39.0,5.0,2.0,1.0
649,50,50,10,22,18,White,74.0,2.0,2.0,2.0
650,50,50,22,14,14,Asian,24.0,4.0,3.0,1.0
651,50,50,11,11,28,Afr american,22.0,3.0,2.0,1.0
652,3,3,0,1,2,Prefer not to say,,,,
653,50,50,3,20,27,White,37.0,5.0,2.0,1.0
654,41,41,11,16,14,Prefer not to say,,,,
655,50,50,11,11,28,White,32.0,2.0,3.0,1.0
656,50,50,1,27,22,White,45.0,5.0,2.0,1.0
657,50,50,8,22,20,White,41.0,5.0,1.0,1.0
658,50,50,6,23,21,Asian,32.0,5.0,1.0,1.0
659,8,8,2,1,5,Prefer not to say,,,,
660,50,50,16,19,15,White,58.0,4.0,1.0,1.0
661,25,25,6,9,10,Prefer not to say,,,,
662,50,50,14,15,21,White,35.0,2.0,2.0,1.0
663,50,50,9,13,28,White,35.0,4.0,2.0,1.0
664,50,50,5,21,24,White,68.0,5.0,1.0,1.0
665,50,50,9,21,20,White,34.0,3.0,2.0,1.0
666,50,50,12,11,27,Asian,30.0,3.0,1.0,2.0
667,50,50,4,27,19,White,63.0,3.0,3.0,1.0
668,50,50,20,12,18,White,19.0,3.0,1.0,1.0
669,50,50,14,21,15,White,32.0,3.0,2.0,1.0
670,24,24,4,10,10,Prefer not to say,,,,
671,50,50,16,16,18,Asian,29.0,3.0,2.0,1.0
672,50,50,13,19,18,Afr american,24.0,4.0,2.0,1.0
673,50,50,11,14,25,White,34.0,3.0,2.0,1.0
674,50,50,14,19,17,White,67.0,4.0,3.0,1.0
675,50,50,0,0,50,Hispanic,21.0,3.0,3.0,1.0
676,50,50,11,24,15,White,26.0,4.0,3.0,1.0
677,50,50,4,17,29,White,43.0,5.0,1.0,1.0
678,50,50,14,26,10,White,39.0,2.0,2.0,1.0
679,50,50,17,18,15,White,28.0,4.0,2.0,1.0
680,50,50,7,13,30,White,67.0,4.0,2.0,1.0
681,50,50,21,15,14,White,28.0,4.0,2.0,1.0
682,50,50,4,27,19,White,49.0,4.0,2.0,1.0
683,50,50,16,19,15,Asian,33.0,5.0,3.0,1.0
684,50,50,25,5,20,White,46.0,3.0,2.0,1.0
685,50,50,6,4,40,White,41.0,4.0,3.0,1.0
686,50,50,9,26,15,Afr american,54.0,5.0,3.0,1.0
687,50,50,12,22,16,White,28.0,4.0,1.0,1.0
688,50,50,18,9,23,White,34.0,4.0,2.0,1.0
689,50,50,13,21,16,White,30.0,5.0,3.0,1.0
690,50,50,6,30,14,White,80.0,5.0,1.0,1.0
691,50,50,7,25,18,Afr american,23.0,3.0,3.0,1.0
692,50,50,9,19,22,White,20.0,2.0,1.0,1.0
693,50,50,26,8,16,White,38.0,4.0,1.0,1.0
694,50,50,14,11,25,Afr american,25.0,3.0,3.0,1.0
695,50,50,14,14,22,White,51.0,5.0,2.0,1.0
696,50,50,18,17,15,White,38.0,3.0,1.0,1.0
697,50,50,11,17,22,White,29.0,3.0,3.0,1.0
698,50,50,25,11,14,White,38.0,3.0,2.0,1.0
699,50,50,20,6,24,White,44.0,3.0,2.0,1.0
700,50,50,5,16,29,Asian,26.0,4.0,2.0,1.0
701,50,50,18,22,10,Asian,21.0,3.0,2.0,1.0
702,50,50,32,15,3,White,42.0,4.0,1.0,1.0
703,50,50,9,19,22,White,31.0,4.0,1.0,1.0
704,50,50,4,24,22,White,33.0,4.0,1.0,1.0
705,50,50,19,12,19,White,21.0,3.0,1.0,1.0
706,50,50,5,25,20,White,45.0,4.0,2.0,1.0
707,50,50,3,28,19,White,40.0,5.0,3.0,1.0
708,50,50,10,15,25,White,49.0,4.0,3.0,1.0
709,50,50,8,21,21,White,34.0,5.0,1.0,1.0
710,50,50,26,16,8,White,65.0,4.0,3.0,1.0
711,50,50,18,18,14,White,54.0,4.0,3.0,1.0
712,50,50,13,16,21,White,21.0,2.0,1.0,1.0
713,50,50,11,24,15,White,40.0,4.0,2.0,1.0
714,50,50,2,21,27,White,62.0,6.0,3.0,1.0
715,50,50,16,9,25,Asian,34.0,6.0,3.0,1.0
716,50,50,9,17,24,Prefer not,35.0,4.0,3.0,1.0
717,50,50,1,12,37,Asian,45.0,4.0,3.0,1.0
718,50,50,12,14,24,Afr american,34.0,4.0,2.0,1.0
719,50,50,7,18,25,White,32.0,4.0,2.0,1.0
720,50,50,11,16,23,Asian,32.0,4.0,2.0,1.0
721,50,50,20,9,21,White,37.0,3.0,1.0,1.0
722,50,50,6,23,21,White,24.0,3.0,2.0,1.0
723,50,50,11,19,20,Afr american,44.0,5.0,2.0,1.0
724,50,50,8,13,29,White,20.0,3.0,2.0,1.0
725,50,50,4,19,27,Sth else,21.0,4.0,1.0,1.0
726,50,50,3,12,35,Afr american,37.0,4.0,2.0,1.0
727,50,50,30,7,13,White,59.0,3.0,3.0,1.0
728,50,50,21,10,19,White,34.0,4.0,3.0,1.0
729,50,50,2,22,26,Hispanic,47.0,3.0,2.0,1.0
730,50,50,7,19,24,White,56.0,4.0,2.0,1.0
731,50,50,0,31,19,White,37.0,3.0,1.0,1.0
732,50,50,17,15,18,White,40.0,2.0,3.0,1.0
733,50,50,9,20,21,White,47.0,4.0,1.0,1.0
734,50,50,7,23,20,White,33.0,3.0,3.0,1.0
735,50,50,13,10,27,White,29.0,4.0,2.0,1.0
736,50,50,15,22,13,White,38.0,5.0,3.0,2.0
737,50,50,2,8,40,White,55.0,4.0,1.0,2.0
738,50,50,14,20,16,Asian,28.0,3.0,3.0,1.0
739,50,50,9,21,20,White,27.0,4.0,3.0,1.0
740,50,50,19,12,19,White,63.0,4.0,2.0,1.0
741,50,50,15,18,17,Afr american,30.0,4.0,2.0,1.0
742,50,50,27,22,1,White,34.0,4.0,2.0,1.0
743,50,50,16,18,16,White,36.0,4.0,2.0,1.0
744,50,50,8,23,19,White,49.0,4.0,3.0,1.0
