AnnotatorID,NumTweetsAnnotated,NumAnnotations,HateSpeech_Count,Offensive_Count,Neutral_Count,Ethnicity,Age,Education,Party,EnglishFirst
1133,50,50,10,24,16,Afr american,37.0,3.0,2.0,1.0
1134,50,50,8,21,21,Asian,23.0,4.0,2.0,1.0
1135,50,50,20,7,23,Afr american,23.0,4.0,2.0,1.0
1136,50,50,10,16,24,Asian,53.0,4.0,2.0,1.0
1137,50,50,6,24,20,White,54.0,5.0,2.0,1.0
1140,50,50,11,20,19,White,61.0,4.0,2.0,1.0
1141,50,50,5,13,32,Afr american,21.0,2.0,3.0,1.0
1142,50,50,10,17,23,Afr american,23.0,4.0,2.0,1.0
1143,50,50,28,14,8,White,36.0,4.0,3.0,1.0
1144,50,50,16,12,22,Hispanic,33.0,3.0,3.0,1.0
1145,50,50,22,10,18,White,47.0,4.0,2.0,1.0
1146,50,50,14,12,24,Asian,28.0,4.0,2.0,1.0
1148,50,50,22,3,25,Afr american,29.0,4.0,2.0,1.0
1149,50,50,10,16,24,White,58.0,4.0,2.0,1.0
1150,50,50,18,25,7,White,62.0,2.0,3.0,1.0
1151,50,50,30,8,12,White,59.0,5.0,2.0,1.0
1152,50,50,25,11,14,White,72.0,4.0,2.0,1.0
1153,50,50,7,22,21,White,33.0,3.0,3.0,1.0
1154,50,50,40,0,10,White,57.0,4.0,1.0,1.0
1155,50,50,24,10,16,White,51.0,2.0,1.0,1.0
1156,50,50,8,9,33,White,60.0,4.0,2.0,1.0
1157,50,50,34,3,13,Afr american,48.0,4.0,2.0,1.0
1158,50,50,21,11,18,White,59.0,4.0,2.0,1.0
1159,50,50,12,17,21,White,42.0,3.0,1.0,1.0
1160,50,50,17,12,21,White,55.0,3.0,2.0,1.0
1161,50,50,36,9,5,White,37.0,5.0,2.0,1.0
1162,50,50,40,7,3,White,29.0,4.0,2.0,1.0
1163,50,50,12,7,31,White,41.0,3.0,2.0,1.0
1165,50,50,9,19,22,White,41.0,5.0,1.0,1.0
1167,50,50,23,11,16,White,58.0,3.0,2.0,1.0
1168,50,50,17,10,23,Hispanic,37.0,4.0,2.0,1.0
1169,31,31,9,9,13,Prefer not to say,,,,
1170,50,50,14,18,18,White,69.0,3.0,1.0,1.0
1171,50,50,14,21,15,White,51.0,5.0,3.0,1.0
1173,50,50,11,26,13,White,43.0,3.0,2.0,1.0
1174,50,50,9,23,18,White,56.0,3.0,2.0,1.0
1175,50,50,18,19,13,Asian,21.0,3.0,2.0,1.0
1176,50,50,14,9,27,White,60.0,4.0,1.0,1.0
1177,50,50,12,22,16,Hispanic,32.0,4.0,3.0,1.0
1178,50,50,12,13,25,White,50.0,2.0,3.0,1.0
1179,50,50,16,18,16,White,44.0,3.0,2.0,1.0
1180,50,50,16,21,13,White,47.0,5.0,2.0,1.0
1181,50,50,14,23,13,White,34.0,2.0,3.0,1.0
1182,50,50,18,13,19,White,34.0,3.0,3.0,1.0
1183,50,50,25,14,11,Asian,24.0,4.0,2.0,1.0
1184,50,50,13,24,13,White,23.0,2.0,3.0,1.0
1185,50,50,15,19,16,Asian,40.0,4.0,2.0,1.0
1186,50,50,15,13,22,Asian,38.0,4.0,3.0,1.0
1187,50,50,31,11,8,White,26.0,4.0,2.0,1.0
1188,50,50,12,24,14,Afr american,32.0,4.0,2.0,1.0
1189,50,50,19,26,5,Afr american,30.0,4.0,2.0,1.0
1190,50,50,17,17,16,White,31.0,3.0,1.0,1.0
1191,50,50,12,17,21,White,47.0,4.0,1.0,1.0
1192,50,50,12,17,21,White,60.0,4.0,1.0,1.0
1193,50,50,31,5,14,White,53.0,4.0,2.0,1.0
1194,50,50,1,30,19,Asian,25.0,2.0,3.0,2.0
1195,50,50,11,19,20,White,70.0,3.0,2.0,1.0
1196,50,50,15,17,18,White,29.0,6.0,2.0,1.0
1197,50,50,20,18,12,White,44.0,4.0,2.0,1.0
1198,50,50,29,13,8,White,29.0,3.0,2.0,1.0
1199,50,50,17,21,12,White,34.0,3.0,3.0,1.0
1200,50,50,14,21,15,White,43.0,5.0,3.0,1.0
1201,50,50,18,17,15,White,66.0,5.0,2.0,1.0
1202,50,50,28,10,12,White,39.0,4.0,2.0,1.0
1203,50,50,31,0,19,Hispanic,32.0,3.0,2.0,1.0
1204,50,50,21,12,17,White,58.0,5.0,2.0,1.0
1205,50,50,16,15,19,Afr american,37.0,4.0,3.0,1.0
1206,50,50,35,5,10,White,47.0,5.0,3.0,1.0
1207,24,24,7,6,11,Prefer not to say,,,,
1208,50,50,2,25,23,White,55.0,2.0,3.0,1.0
1209,50,50,13,22,15,White,58.0,4.0,1.0,1.0
1210,50,50,11,20,19,Asian,31.0,4.0,3.0,1.0
1211,50,50,5,22,23,White,41.0,4.0,2.0,1.0
1212,50,50,16,18,16,White,45.0,5.0,2.0,1.0
1213,50,50,17,28,5,White,58.0,3.0,3.0,1.0
1214,50,50,12,23,15,Afr american,39.0,2.0,2.0,1.0
1215,50,50,17,15,18,White,32.0,4.0,3.0,1.0
1216,50,50,12,19,19,White,77.0,4.0,2.0,1.0
1217,50,50,21,17,12,White,28.0,4.0,3.0,1.0
1218,50,50,14,25,11,White,46.0,5.0,1.0,1.0
1219,50,50,14,12,24,White,36.0,5.0,2.0,1.0
1220,50,50,17,13,20,Hispanic,58.0,4.0,2.0,1.0
1221,50,50,17,15,18,White,61.0,4.0,1.0,1.0
1222,50,50,7,13,30,White,61.0,2.0,1.0,1.0
1223,50,50,25,7,18,White,44.0,2.0,,1.0
1224,50,50,15,22,13,Hispanic,22.0,3.0,3.0,2.0
1225,50,50,33,11,6,White,59.0,4.0,2.0,1.0
1226,50,50,13,20,17,White,34.0,4.0,3.0,1.0
1227,50,50,11,23,16,Hispanic,41.0,3.0,3.0,1.0
1228,50,50,19,15,16,White,53.0,2.0,3.0,1.0
1229,50,50,3,30,17,White,76.0,2.0,2.0,1.0
1230,50,50,13,23,14,Asian,27.0,4.0,2.0,1.0
1231,50,50,6,28,16,White,40.0,4.0,2.0,1.0
1232,50,50,32,8,10,White,51.0,6.0,2.0,1.0
1233,50,50,34,8,8,White,61.0,5.0,3.0,1.0
1234,50,50,15,23,12,Afr american,37.0,4.0,2.0,1.0
1235,50,50,21,18,11,Afr american,19.0,2.0,3.0,1.0
1236,50,50,14,19,17,White,50.0,4.0,2.0,1.0
1237,50,50,10,27,13,White,36.0,4.0,2.0,1.0
1238,50,50,20,16,14,White,27.0,6.0,2.0,1.0
1240,50,50,19,0,31,White,40.0,4.0,1.0,1.0
1241,50,50,22,16,12,White,56.0,4.0,2.0,1.0
1242,50,50,9,25,16,Afr american,34.0,4.0,2.0,1.0
1243,50,50,19,16,15,White,41.0,4.0,2.0,1.0
1244,50,50,16,19,15,White,27.0,2.0,3.0,1.0
1245,50,50,15,20,15,White,35.0,4.0,2.0,1.0
1247,50,50,12,27,11,White,47.0,3.0,2.0,1.0
1248,50,50,13,23,14,White,34.0,4.0,2.0,1.0
1249,50,50,9,23,18,White,22.0,4.0,3.0,1.0
1250,50,50,12,24,14,White,75.0,5.0,2.0,1.0
1251,50,50,11,24,15,White,52.0,6.0,1.0,1.0
1252,50,50,14,17,19,White,71.0,4.0,2.0,1.0
1253,50,50,10,19,21,White,64.0,4.0,2.0,1.0
1255,50,50,16,14,20,White,58.0,4.0,2.0,1.0
1256,50,50,10,22,18,White,44.0,4.0,1.0,1.0
1257,50,50,12,16,22,White,40.0,4.0,3.0,1.0
1258,50,50,4,22,24,White,36.0,4.0,2.0,1.0
1259,50,50,18,10,22,White,50.0,2.0,2.0,1.0
1260,50,50,18,20,12,Prefer not,22.0,5.0,2.0,1.0
1261,50,50,9,21,20,Hispanic,20.0,3.0,2.0,1.0
1262,50,50,5,27,18,White,40.0,5.0,2.0,1.0
1263,50,50,11,28,11,White,57.0,4.0,2.0,1.0
1264,50,50,5,26,19,Afr american,24.0,4.0,2.0,1.0
1265,50,50,13,25,12,White,30.0,5.0,2.0,1.0
1269,50,50,9,29,12,White,38.0,4.0,3.0,1.0
1270,50,50,15,18,17,White,27.0,4.0,1.0,1.0
1271,50,50,9,15,26,White,51.0,2.0,2.0,1.0
1273,50,50,18,14,18,White,31.0,2.0,1.0,1.0
1274,50,50,15,15,20,White,61.0,3.0,1.0,1.0
1275,50,50,31,7,12,White,27.0,4.0,1.0,1.0
1276,50,50,11,22,17,White,35.0,3.0,2.0,1.0
1277,50,50,21,15,14,White,28.0,4.0,3.0,1.0
1278,50,50,8,26,16,White,45.0,4.0,3.0,1.0
1279,50,50,17,16,17,White,58.0,4.0,1.0,1.0
1280,50,50,21,18,11,Asian,27.0,2.0,3.0,1.0
1281,50,50,17,10,23,White,69.0,3.0,3.0,1.0
1283,50,50,12,18,20,White,29.0,3.0,2.0,1.0
1284,50,50,14,25,11,White,49.0,3.0,2.0,1.0
1285,50,50,30,7,13,White,62.0,3.0,1.0,1.0
1286,50,50,10,21,19,White,52.0,6.0,2.0,1.0
1287,50,50,17,14,19,White,53.0,4.0,2.0,1.0
1288,50,50,13,16,21,White,29.0,4.0,2.0,1.0
1289,50,50,8,33,9,Afr american,48.0,4.0,2.0,1.0
1290,2,2,0,0,2,Prefer not to say,,,,
1291,50,50,17,13,20,White,47.0,6.0,2.0,1.0
1292,50,50,18,18,14,Afr american,40.0,4.0,2.0,1.0
1293,50,50,14,23,13,Asian,25.0,4.0,2.0,1.0
1294,50,50,6,26,18,Afr american,20.0,3.0,3.0,1.0
1295,50,50,15,10,25,White,33.0,2.0,3.0,1.0
1296,50,50,21,13,16,White,29.0,4.0,2.0,1.0
1297,50,50,15,13,22,White,27.0,6.0,2.0,1.0
1298,50,50,18,14,18,White,60.0,2.0,1.0,1.0
1299,50,50,32,9,9,Hispanic,57.0,5.0,3.0,2.0
1300,3,3,0,0,3,Prefer not to say,,,,
1301,50,50,11,21,18,White,62.0,2.0,1.0,1.0
1302,50,50,13,18,19,White,21.0,3.0,2.0,1.0
1303,50,50,13,23,14,White,68.0,4.0,2.0,1.0
1304,50,50,2,21,27,Sth else,53.0,3.0,2.0,1.0
1305,50,50,5,19,26,White,75.0,4.0,3.0,1.0
1306,50,50,4,27,19,Afr american,29.0,2.0,3.0,1.0
1307,50,50,25,14,11,White,49.0,4.0,2.0,1.0
1308,50,50,7,27,16,White,37.0,5.0,2.0,1.0
1309,50,50,10,21,19,White,38.0,4.0,1.0,1.0
1310,50,50,7,26,17,White,52.0,4.0,2.0,1.0
1311,50,50,11,24,15,White,52.0,4.0,1.0,1.0
1312,50,50,9,30,11,White,27.0,4.0,2.0,1.0
1313,50,50,16,12,22,White,57.0,3.0,3.0,1.0
1314,50,50,18,14,18,White,24.0,2.0,1.0,1.0
1315,50,50,14,24,12,Afr american,38.0,4.0,2.0,1.0
1316,50,50,12,13,25,White,57.0,3.0,3.0,1.0
1317,50,50,12,9,29,White,46.0,3.0,2.0,1.0
1318,50,50,21,11,18,Asian,50.0,6.0,1.0,2.0
1319,50,50,14,12,24,White,52.0,2.0,3.0,1.0
1320,50,50,19,17,14,Asian,27.0,4.0,2.0,1.0
1321,50,50,9,22,19,Asian,35.0,3.0,2.0,2.0
1322,50,50,16,24,10,Hispanic,40.0,4.0,1.0,1.0
1323,50,50,6,27,17,White,28.0,4.0,2.0,1.0
1324,50,50,15,27,8,White,25.0,3.0,2.0,1.0
1325,50,50,5,24,21,Afr american,32.0,5.0,2.0,1.0
1326,50,50,14,12,24,White,23.0,5.0,2.0,1.0
1327,11,11,7,2,2,Prefer not to say,,,,
1328,50,50,27,12,11,White,49.0,5.0,2.0,1.0
1330,50,50,9,19,22,White,49.0,3.0,1.0,1.0
1331,50,50,22,13,15,White,47.0,4.0,3.0,1.0
1332,50,50,9,23,18,Afr american,37.0,3.0,2.0,1.0
1333,50,50,28,9,13,White,42.0,6.0,2.0,1.0
1334,50,50,23,13,14,White,72.0,5.0,3.0,1.0
1335,50,50,16,9,25,White,27.0,4.0,2.0,1.0
1337,50,50,19,16,15,Afr american,58.0,4.0,2.0,1.0
1338,50,50,17,18,15,White,35.0,5.0,2.0,1.0
1339,50,50,10,19,21,White,35.0,4.0,3.0,1.0
1340,50,50,25,6,19,Prefer not,36.0,5.0,3.0,1.0
1341,50,50,13,18,19,Hispanic,32.0,2.0,2.0,1.0
1342,50,50,25,2,23,Sth else,50.0,4.0,1.0,1.0
1343,50,50,8,17,25,White,37.0,2.0,1.0,1.0
1344,50,50,27,13,10,Asian,46.0,4.0,3.0,1.0
1345,50,50,30,16,4,White,44.0,3.0,1.0,1.0
1346,50,50,16,17,17,White,62.0,3.0,1.0,1.0
1347,50,50,21,13,16,Sth else,35.0,5.0,1.0,1.0
1348,50,50,9,26,15,White,28.0,2.0,3.0,1.0
1349,50,50,24,7,19,Hispanic,27.0,4.0,2.0,1.0
1350,50,50,23,15,12,White,38.0,3.0,2.0,1.0
1351,50,50,23,4,23,White,40.0,4.0,2.0,1.0
1352,50,50,15,17,18,Hispanic,26.0,2.0,3.0,1.0
1353,50,50,17,16,17,White,24.0,4.0,3.0,1.0
1354,50,50,27,3,20,White,60.0,2.0,1.0,1.0
1355,50,50,21,13,16,Afr american,35.0,3.0,3.0,1.0
1356,50,50,11,13,26,White,35.0,3.0,2.0,1.0
1357,50,50,10,4,36,White,25.0,4.0,2.0,1.0
1358,50,50,19,18,13,White,34.0,2.0,2.0,1.0
1359,50,50,21,11,18,White,65.0,2.0,3.0,1.0
1360,50,50,24,15,11,White,60.0,4.0,1.0,1.0
1361,50,50,20,14,16,White,53.0,2.0,2.0,1.0
1363,50,50,21,9,20,White,56.0,3.0,1.0,1.0
1364,50,50,10,1,39,White,24.0,3.0,2.0,1.0
1366,50,50,21,13,16,White,47.0,4.0,2.0,1.0
1367,50,50,23,13,14,White,30.0,2.0,2.0,1.0
1368,50,50,11,14,25,Afr american,37.0,2.0,2.0,1.0
1369,50,50,22,12,16,White,56.0,4.0,1.0,1.0
1370,50,50,17,16,17,White,55.0,4.0,2.0,1.0
1371,50,50,15,11,24,White,20.0,3.0,2.0,1.0
1372,50,50,22,8,20,White,38.0,5.0,2.0,1.0
1373,50,50,26,9,15,White,34.0,5.0,2.0,1.0
1375,50,50,22,16,12,White,28.0,4.0,3.0,1.0
1376,50,50,16,13,21,White,70.0,3.0,2.0,1.0
1377,50,50,26,0,24,Afr american,32.0,4.0,3.0,1.0
1378,50,50,35,3,12,White,24.0,4.0,1.0,1.0
1379,50,50,9,27,14,Afr american,32.0,3.0,2.0,1.0
1380,50,50,16,0,34,Afr american,37.0,4.0,2.0,1.0
1381,50,50,11,23,16,Afr american,28.0,3.0,2.0,1.0
1382,50,50,10,23,17,White,33.0,4.0,3.0,1.0
1383,50,50,27,1,22,Asian,53.0,5.0,2.0,1.0
1385,50,50,10,19,21,White,43.0,4.0,2.0,1.0
1386,50,50,11,21,18,White,63.0,4.0,2.0,1.0
1387,50,50,10,15,25,White,34.0,4.0,2.0,1.0
1389,50,50,18,10,22,White,35.0,4.0,2.0,1.0
1390,50,50,32,5,13,White,43.0,4.0,3.0,1.0
1391,50,50,48,0,2,Afr american,22.0,1.0,2.0,1.0
1392,50,50,21,9,20,White,35.0,4.0,2.0,1.0
1393,2,2,0,0,2,Prefer not to say,,,,
1394,3,3,1,1,1,Prefer not to say,,,,
1395,45,45,10,21,14,Prefer not to say,,,,
1396,50,50,14,11,25,White,48.0,5.0,2.0,1.0
1397,50,50,27,11,12,White,59.0,3.0,1.0,1.0
1398,50,50,6,33,11,White,58.0,4.0,1.0,1.0
1399,50,50,6,14,30,White,30.0,4.0,2.0,1.0
1400,50,50,22,20,8,White,36.0,5.0,2.0,1.0
1401,10,10,3,3,4,Prefer not to say,,,,
1402,50,50,32,9,9,Afr american,40.0,5.0,3.0,1.0
1403,50,50,32,9,9,Asian,34.0,4.0,3.0,2.0
1404,50,50,17,13,20,White,41.0,5.0,3.0,1.0
1405,50,50,9,26,15,White,27.0,4.0,2.0,1.0
1406,50,50,9,20,21,White,19.0,2.0,3.0,1.0
1407,50,50,6,19,25,White,38.0,4.0,3.0,1.0
1408,50,50,24,16,10,Hispanic,33.0,4.0,3.0,1.0
1409,50,50,17,16,17,White,41.0,5.0,3.0,2.0
1410,50,50,21,13,16,White,42.0,4.0,1.0,1.0
1411,50,50,10,29,11,Sth else,23.0,3.0,2.0,1.0
1412,50,50,10,26,14,White,39.0,4.0,3.0,1.0
1413,50,50,16,20,14,Asian,21.0,4.0,2.0,1.0
1414,50,50,27,5,18,White,46.0,2.0,2.0,1.0
1416,50,50,22,9,19,White,61.0,3.0,3.0,1.0
1417,50,50,22,19,9,White,30.0,3.0,2.0,1.0
1418,50,50,13,20,17,White,36.0,4.0,2.0,1.0
1419,50,50,11,23,16,White,40.0,4.0,3.0,1.0
1420,50,50,18,16,16,White,49.0,4.0,2.0,1.0
1421,50,50,14,23,13,Afr american,36.0,2.0,2.0,1.0
1422,50,50,9,19,22,White,28.0,4.0,2.0,1.0
1423,50,50,15,18,17,White,41.0,5.0,2.0,1.0
1424,1,1,0,0,1,Prefer not to say,,,,
1425,50,50,23,13,14,White,30.0,4.0,2.0,1.0
1426,50,50,16,9,25,Asian,41.0,4.0,3.0,1.0
1427,50,50,22,18,10,Hispanic,48.0,5.0,1.0,1.0
1430,50,50,11,23,16,Afr american,24.0,3.0,3.0,1.0
1431,50,50,18,9,23,White,19.0,3.0,2.0,1.0
1432,50,50,16,12,22,White,66.0,3.0,1.0,1.0
1436,50,50,9,25,16,Afr american,59.0,4.0,2.0,1.0
1437,50,50,4,25,21,White,31.0,6.0,3.0,1.0
1438,50,50,23,14,13,White,43.0,2.0,1.0,1.0
1439,50,50,38,3,9,Asian,37.0,4.0,3.0,1.0
1440,50,50,5,19,26,White,47.0,4.0,3.0,1.0
1441,50,50,17,14,19,Hispanic,47.0,4.0,1.0,1.0
1442,50,50,19,7,24,White,64.0,3.0,2.0,1.0
1443,50,50,11,24,15,Afr american,41.0,4.0,1.0,1.0
1444,50,50,19,5,26,White,32.0,5.0,2.0,1.0
1445,50,50,16,23,11,Afr american,48.0,4.0,3.0,1.0
1447,50,50,12,19,19,White,32.0,3.0,2.0,1.0
1449,50,50,7,25,18,White,44.0,4.0,3.0,1.0
1450,50,50,19,5,26,White,32.0,4.0,2.0,1.0
1451,50,50,14,24,12,White,24.0,4.0,3.0,1.0
1452,50,50,32,2,16,White,54.0,4.0,3.0,1.0
1453,50,50,16,11,23,White,70.0,4.0,3.0,1.0
1455,50,50,17,13,20,White,22.0,4.0,2.0,1.0
1456,50,50,15,5,30,White,40.0,3.0,2.0,1.0
1457,50,50,11,21,18,White,30.0,3.0,3.0,1.0
1459,50,50,18,18,14,White,36.0,3.0,2.0,1.0
1460,50,50,32,9,9,White,48.0,4.0,1.0,1.0
1461,50,50,35,1,14,Afr american,24.0,2.0,2.0,1.0
1462,50,50,13,20,17,White,37.0,5.0,2.0,1.0
1463,25,25,10,5,10,Prefer not to say,,,,
1464,50,50,17,14,19,White,30.0,4.0,3.0,1.0
1465,11,11,7,0,4,Prefer not to say,,,,
1466,50,50,17,9,24,White,58.0,3.0,3.0,1.0
1467,50,50,11,21,18,White,39.0,5.0,3.0,1.0
1468,50,50,11,26,13,Hispanic,28.0,3.0,3.0,1.0
1469,50,50,18,19,13,White,59.0,3.0,3.0,1.0
1470,50,50,10,22,18,White,50.0,5.0,2.0,1.0
1471,50,50,8,16,26,White,31.0,5.0,1.0,2.0
1472,50,50,14,23,13,White,27.0,4.0,3.0,1.0
1473,50,50,33,0,17,White,56.0,4.0,3.0,1.0
1474,50,50,10,20,20,Afr american,46.0,4.0,2.0,1.0
1475,50,50,35,4,11,White,28.0,2.0,3.0,1.0
1476,50,50,10,16,24,White,47.0,2.0,2.0,1.0
1477,50,50,18,12,20,White,40.0,5.0,2.0,1.0
1478,50,50,0,0,50,White,55.0,2.0,3.0,1.0
1479,50,50,13,20,17,White,49.0,5.0,2.0,1.0
1480,50,50,13,14,23,White,52.0,3.0,3.0,1.0
1481,50,50,7,27,16,White,59.0,4.0,3.0,1.0
1482,50,50,15,23,12,White,69.0,4.0,2.0,1.0
1483,50,50,13,18,19,White,49.0,4.0,2.0,1.0
1484,50,50,0,29,21,Sth else,23.0,4.0,3.0,1.0
1485,50,50,18,18,14,Afr american,38.0,2.0,2.0,1.0
1486,50,50,16,22,12,White,29.0,5.0,2.0,1.0
1487,50,50,16,18,16,White,25.0,4.0,2.0,1.0
1488,50,50,15,16,19,White,29.0,2.0,1.0,1.0
1489,50,50,14,20,16,White,33.0,5.0,2.0,1.0
1490,50,50,24,8,18,White,37.0,4.0,2.0,1.0
1491,50,50,10,17,23,White,48.0,4.0,1.0,1.0
1492,50,50,9,28,13,Hispanic,23.0,3.0,2.0,2.0
1493,2,2,0,1,1,Prefer not to say,,,,
1494,50,50,37,0,13,White,32.0,2.0,3.0,1.0
1495,50,50,17,15,18,White,59.0,4.0,1.0,1.0
1496,50,50,12,15,23,White,28.0,4.0,2.0,1.0
1497,50,50,19,12,19,White,38.0,3.0,1.0,1.0
1498,50,50,22,12,16,White,38.0,2.0,2.0,1.0
1499,50,50,12,23,15,White,29.0,4.0,2.0,1.0
1500,50,50,19,15,16,White,36.0,2.0,3.0,1.0
1501,4,4,0,1,3,Prefer not to say,,,,
1502,50,50,18,20,12,White,46.0,4.0,1.0,1.0
1503,50,50,16,16,18,White,68.0,5.0,2.0,1.0
1504,50,50,18,14,18,White,36.0,5.0,1.0,1.0
1505,3,3,0,0,3,Prefer not to say,,,,
1506,50,50,19,19,12,White,44.0,3.0,2.0,1.0
1507,50,50,12,22,16,White,72.0,5.0,2.0,1.0
1508,50,50,12,20,18,White,49.0,4.0,3.0,1.0
1509,50,50,5,22,23,White,56.0,4.0,3.0,1.0
1510,50,50,9,20,21,Prefer not,59.0,4.0,3.0,1.0
1511,50,50,12,25,13,Asian,25.0,4.0,2.0,1.0
1512,50,50,4,27,19,Hispanic,25.0,3.0,3.0,1.0
1513,50,50,16,25,9,Afr american,29.0,3.0,3.0,1.0
1514,50,50,13,21,16,White,30.0,2.0,3.0,1.0
1515,50,50,10,23,17,White,34.0,4.0,3.0,1.0
1516,50,50,6,20,24,Asian,27.0,5.0,2.0,1.0
1517,50,50,17,14,19,White,41.0,2.0,3.0,1.0
1519,50,50,16,17,17,White,34.0,4.0,2.0,1.0
1521,50,50,20,22,8,White,33.0,4.0,2.0,1.0
